Title,Author,category,age,borrowings_count,borrowings_duration_avg,borrowings_duration_std,unique_readers,copy_count,demand_per_copy,reader_pressure,utilization_score,cluster,pca1,pca2,pca3,decision,dbscan_cluster,dbscan_decision,copy_class,P_high_copy,P_low_copy,k_required
"MATHÉMATIQUES, EC 1RE ANNÉE : TOUT-EN-UN : COURS ET EXERCICES","WARUSFEL, ANDRÉ",0,22.0,1,16.0,0.0,1,2,0.5,0.5,0.1818181818181818,0,0.45879847755739156,0.2822008476332321,-0.3322486354757243,0,1,Cluster_1,High-copy,0.9944073228884757,0.005592677111524312,2.0
NEURAL NETWORKS AND DEEP LEARNING,"C.AGGARWAL,CHARU",0,3.0,2,15.5,0.7071067811865476,2,3,0.6666666666666666,0.6666666666666666,1.3451392271432634,0,-0.01582068561280137,-1.1262846883634368,-0.445527844671034,0,1,Cluster_1,High-copy,0.9956266963459666,0.004373303654033479,1.5
PARLER ET FAIRE UNE PRÉSENTATION EN PUBLIC EN TOUTE CONFIANCE : APPRENDRE,"ISRAEL, MARC",3,7.0,1,7.0,0.0,1,4,0.25,0.25,0.0625,3,-2.0000059644501476,0.7015359870874605,-0.6208320771089598,3,1,Cluster_1,High-copy,0.9851095003472906,0.014890499652709499,4.0
"PASS BIOSTATISTIQUES, PROBABILITÉS, MATHÉMATIQUES : PARCOURS SANTÉ & L.AS","BELAZREG, SALAH",2,5.0,2,15.0,0.0,2,3,0.6666666666666666,0.6666666666666666,1.3333333333333333,0,0.03979654683659496,-0.7799433455938882,-0.7491747100960003,0,1,Cluster_1,High-copy,0.9956266963459666,0.004373303654033479,1.5
PATTERN RECOGNITION AND MACHINE LEARNING,"M.BISHOP ,CHRISTOPHER",3,20.0,1,15.0,0.0,1,6,0.1666666666666666,0.1666666666666666,0.0208333333333333,0,-0.478552936385245,0.28753270515509366,-0.47101142486229636,0,1,Cluster_1,High-copy,0.960960898748136,0.03903910125186397,6.000000000000003
PATTERN RECOGNITION AND NEURAL NETWORKS,"RIPLEY,BRIAN D.",4,74.0,1,10.0,0.0,1,3,0.3333333333333333,0.3333333333333333,0.015015015015015,4,1.086718788697118,5.088458606735657,1.2811067702324068,4,1,Cluster_1,High-copy,0.9908640404993364,0.009135959500663529,3.0
PENSER COMME UN MILLIONAIRE :CHANGER SES HABITUDES POUR RÉUSSIR ET ÉTRE HEUREUX,GRAZIOSI DEAN,1,7.0,1,17.0,0.0,1,4,0.25,0.25,0.1517857142857142,0,-0.4701355738796555,-0.9966323562984686,-0.8737713787115774,0,1,Cluster_1,High-copy,0.9851095003472906,0.014890499652709499,4.0
PRINCIPES D'ANALYSE MATHÉMATIQUE : COURS ET EXERCICES,"RUDIN, WALTER",3,5.0,1,7.0,0.0,1,5,0.2,0.2,0.056,3,-2.179823678154159,0.5527440196118432,-0.6949529305821917,3,1,Cluster_1,High-copy,0.9758187586715614,0.02418124132843856,5.0
PROBABILITES : RAPPELS DE COURS ET EXERCICES CORRIGES,KHALDI KHALED,2,21.0,18,16.38888888888889,2.6599179308190712,18,20,0.9,0.9,0.1727205005936804,2,1.113348466640565,-0.26883355361811767,1.1646760605079645,2,1,Cluster_1,High-copy,0.9963887841394412,0.003611215860558704,1.1111111111111112
PROBABILITÉ : EXERCICES CORRIGÉS,"CARRIEU, HERVÉ",2,19.0,1,15.0,0.0,1,1,1.0,1.0,0.7894736842105263,2,1.2629589744598761,0.2606773085388959,-0.23561908084653008,2,1,Cluster_1,High-copy,0.9965811234139542,0.0034188765860457392,1.0
PROBABILITÉS ET INTRODUCTION À LA STATISTIQUE,"GIRARDIN,VALÉRIE",2,16.26829268292683,1,15.0,0.0,1,2,0.5,0.5,0.2305097451274362,0,0.09622293770083408,0.033538242603385365,-0.4738901601531039,0,1,Cluster_1,High-copy,0.9944073228884757,0.005592677111524312,2.0
PROGRAMMATION LINÉAIRE,BENGHEZAL AMAR FAROUK,3,9.0,1,15.0,0.0,1,22,0.0454545454545454,0.0454545454545454,0.0034435261707988,0,-1.1394140723993937,-0.5223052526018538,-0.8298606622459777,0,1,Cluster_1,Low-copy,0.008960704064422459,0.9910392959355776,22.000000000000025
PROGRAMMATION PYTHON PAR LA PRATIQUE,"GUILLOD, JULIEN",3,5.0,1,7.0,0.0,1,3,0.3333333333333333,0.3333333333333333,0.1555555555555555,3,-1.8953311317157704,0.5601289651841324,-0.6526301700769673,3,1,Cluster_1,High-copy,0.9908640404993364,0.009135959500663529,3.0
PROGRAMMER EN C++,"HUBBARD, JOHN R.",1,24.0,1,15.0,0.0,1,1,1.0,1.0,0.625,2,1.4457914964339154,0.6257338407539179,-0.08999453513709822,2,1,Cluster_1,High-copy,0.9965811234139542,0.0034188765860457392,1.0
PROGRAMMER EN C++ : DES PREMIERS PAS À LA MAÎTRISE DE C++ 20,"GIBAUD, ALAIN",1,4.0,2,15.0,0.0,2,3,0.6666666666666666,0.6666666666666666,1.6666666666666663,0,0.003230042441787198,-0.8529546520368925,-0.7782996192378866,0,1,Cluster_1,High-copy,0.9956266963459666,0.004373303654033479,1.5
PYTHON POUR LE DATA SCIENTIST : DES BASES DU LANGAGE AU MACHINE LEARNING,"JAKOBOWICZ, EMMANUE",4,5.0,1,17.0,0.0,1,3,0.3333333333333333,0.3333333333333333,0.3777777777777777,0,-0.3654607411452783,-1.1380393782017968,-0.9055694716795848,0,1,Cluster_1,High-copy,0.9908640404993364,0.009135959500663529,3.0
RECHERCHE OPÉRATIONNELLE POUR INGÉNIEURS. 2,"WERRA, DOMINIQUE DE",3,23.0,1,15.0,0.0,1,1,1.0,1.0,0.6521739130434783,2,1.4092249920391076,0.5527225343109136,-0.11911944427898459,2,1,Cluster_1,High-copy,0.9965811234139542,0.0034188765860457392,1.0
"REINFORCEMENT LEARNING, AN INTRODUCTION","SUTTON,RICHARD S.",0,8.0,1,18.0,0.0,1,2,0.5,0.5,0.5625,0,0.25284149414418033,-1.0795911112460153,-0.7905852237826569,0,1,Cluster_1,High-copy,0.9944073228884757,0.005592677111524312,2.0
