N° inventaire,Date de réception,Titre,Auteur,Editeur,Date d'édition,Lieu d'édition,Edition,Mode d'acquisition,Statut,Fournisseur,N° achat,Prix,Cote,Localisation,Observation
115,2021-12-19,"Mathématiques 1 : Fonction d'une variable réelle: résumé de cours, exercices corrigés",Mehbali Mohamed,OPU,2013.0,ALGER,4 ed.,Achat,Prêt externe,opu,2021-11-01 00:00:00,807.34,515.8 MEH/3,ENSIA,
1151,,cours de calculs topométriques,"Roig, Gérard",,1980.0,paris,,Don,Prêt externe,,,,,ENSIA,
1152,,Elément de topographie,,,,,,Passif,Prêt externe,,,,,ENSIA,
1154,,Exercices de calcul des probabilités,"Calot, Gérard",,1980.0,Paris,,Achat,Prêt externe,,,,519.CAL/1,ENSIA,
1155,,"Topologie élémentaire : géométrie des fonctions de segments,de courbes ,de cercles et de disques",Cbinn.W.G,,1970.0,paris,,Achat,Prêt externe,,,,514.CBI/3,ENSIA,
1156,,???? ?? ?????????? ???????? ??????,"?????, ?????",,2009.0,???????,,Achat,Prêt externe,,,,514.???,ENSIA,
116,2021-12-19,"Mathématiques 1 : Fonction d'une variable réelle: résumé de cours, exercices corrigés",Mehbali Mohamed,OPU,2013.0,ALGER,4 ed.,Achat,Prêt externe,opu,2021-11-01 00:00:00,807.34,515.8 MEH/4,ENSIA,
1162,,Exercices de calcul des probabilités,"Calot, Gérard",,1980.0,Paris,,Achat,Prêt externe,,,,519.CAL/2,ENSIA,
1163,,Exercices de calcul des probabilités,"Calot, Gérard",,1980.0,Paris,,Achat,Prêt externe,,,,519.CAL/3,ENSIA,
1164,,Exercices de calcul des probabilités,"Calot, Gérard",,1980.0,Paris,,Achat,Prêt externe,,,,519.CAL/4,ENSIA,
1165,,Exercices de calcul des probabilités,"Calot, Gérard",,1980.0,Paris,,Achat,Prêt externe,,,,519.CAL/5,ENSIA,
1166,,Méthodes et modèles en statistique non paramétrique : exposé fondamental,"Capéraà, Philippe",,1988.0,paris,,Don,Prêt externe,,,,519.5.CAP,ENSIA,
1167,,calcul des probabilités : exercices,KRIEF.A,,1972.0,paris,,Achat,Prêt externe,,,,519.KRI,ENSIA,
1168,,Probabilités-statistique,"Mathieu, J.-L.",,1982.0,Paris,,Achat,Prêt externe,,,,519.MAT/1,ENSIA,
1169,,BASES DE DONNEES ET STATISTIQUE,"Morin, Annie",,2022.0,Paris,,Achat,Prêt externe,,,,005.740 MOR/1,ENSIA,
117,2021-12-19,Communications mobiles,"Boukelif, Aoued",OPU,2010.0,ALGER,,Achat,Prêt externe,opu,2021-11-01 00:00:00,834.86,621.381/BOU/1,ENSIA,
1170,,BASES DE DONNEES ET STATISTIQUE,"Morin, Annie",,2022.0,Paris,,Achat,Prêt externe,,,,005.740 MOR,ENSIA,
1171,,BASES DE DONNEES ET STATISTIQUE,"Morin, Annie",,2022.0,Paris,,Achat,Prêt externe,,,,005.740 MOR/3,ENSIA,
1172,,BASES DE DONNEES ET STATISTIQUE,"Morin, Annie",,2022.0,Paris,,Achat,Prêt externe,,,,005.740 MOR/4,ENSIA,
1173,,Systèmes temps réel. 1 : Techniques de description et de vérification,Navet ; Nicolas,,2006.0,Paris,,Achat,Prêt externe,,,,004.33 NAV/1,ENSIA,
1174,,Systèmes temps réel. 1 : Techniques de description et de vérification,Navet ; Nicolas,,2006.0,Paris,,Achat,Prêt externe,,,,004.33 NAV/2,ENSIA,
1175,,Systèmes temps réel. 1 : Techniques de description et de vérification,Navet ; Nicolas,,2006.0,Paris,,Achat,Prêt externe,,,,004.33 NAV/3,ENSIA,
1176,,Systeme D'exploitation Mecanismes De Base,BELKHIR ADBELKADER,Office des Publications Universitaires,2003.0,ALGER,5 ed.,Don,Prêt externe,,,,005.43.BEL/7,ENSIA,
1177,,Systeme D'exploitation Mecanismes De Base,BELKHIR ADBELKADER,Office des Publications Universitaires,2003.0,ALGER,5 ed.,Don,Prêt externe,,,,005.43 BEL/8,ENSIA,
1178,,Systeme D'exploitation Mecanismes De Base,BELKHIR ADBELKADER,Office des Publications Universitaires,2003.0,ALGER,5 ed.,Don,Prêt externe,,,,005.43 BEL/9,ENSIA,
1179,,Optimisation et contrôle des systèmes linéaires : cours et exercices avec solutions,"Bergounioux, Maïtine",,2001.0,Paris,,Don,Prêt externe,,,,519.6 BERI/1,ENSIA,
118,2021-12-19,Communications mobiles,"Boukelif, Aoued",OPU,2010.0,ALGER,,Achat,Prêt externe,opu,2021-11-01 00:00:00,834.86,621.381/BOU/2,ENSIA,
1180,,Optimisation et contrôle des systèmes linéaires : cours et exercices avec solutions,"Bergounioux, Maïtine",,2001.0,Paris,,Don,Prêt externe,,,,519.6 BER/2,ENSIA,
1181,,Optimisation et contrôle des systèmes linéaires : cours et exercices avec solutions,"Bergounioux, Maïtine",,2001.0,Paris,,Don,Prêt externe,,,,519.6 BERI/3,ENSIA,
1182,,Optimisation et contrôle des systèmes linéaires : cours et exercices avec solutions,"Bergounioux, Maïtine",,2001.0,Paris,,Don,Prêt externe,,,,519.6 BER/4,ENSIA,
1183,,Optimisation et contrôle des systèmes linéaires : cours et exercices avec solutions,"Bergounioux, Maïtine",,2001.0,Paris,,Don,Prêt externe,,,,519.6 BERI/5,ENSIA,
1184,,Introduction à la calculabilité : cours et exercices corrigés,"Wolper, Pierre",,2001.0,Paris,,Achat,Prêt externe,,,,511.352 .wol/1,ENSIA,
1185,,Introduction à la calculabilité : cours et exercices corrigés,"Wolper, Pierre",,2001.0,Paris,,Achat,Prêt externe,,,,511.352 .wol/2,ENSIA,
1186,,Introduction à la calculabilité : cours et exercices corrigés,"Wolper, Pierre",,2001.0,Paris,,Achat,Prêt externe,,,,511.352 .wol/3,ENSIA,
1187,,Introduction à la calculabilité : cours et exercices corrigés,"Wolper, Pierre",,2001.0,Paris,,Achat,Prêt externe,,,,511.352 .wol/4,ENSIA,
1188,,Introduction à la calculabilité : cours et exercices corrigés,"Wolper, Pierre",,2001.0,Paris,,Achat,Prêt externe,,,,511.352 .wol/5,ENSIA,
1189,,transmissions et réseaux,Présen ; Dominique,,1999.0,Paris,2 ed.,Don,Prêt externe,,,,004.LOH/1,ENSIA,
119,,Practicum informatique : de théorie des files d'attente,"Dudin, A.N.",OPU,2010.0,ALGER,,Achat,Prêt externe,,,,004/DUD/1,ENSIA,
1190,,transmissions et réseaux,Présen ; Dominique,,1999.0,Paris,2 ed.,Don,Prêt externe,,,,004.LOH/2,ENSIA,
1191,,Compilation : cours et exercices corrigés,"Ait-Aoudia, Samy",OPU,1992.0,Alger,,Don,Prêt externe,,,,005.453 AIT/7,ENSIA,
1192,,Compilation : cours et exercices corrigés,"Ait-Aoudia, Samy",OPU,1992.0,Alger,,Don,Prêt externe,,,,005.453 AIT/8,ENSIA,
1193,,Structure Des Ordinateurs : Autour Du processeur,"Khelifati, Si Larbi",Office des Publications Universitaires,2017.0,ALGER,5 ED.,Don,Prêt externe,,,,004.22.KHE/7,ENSIA,
1194,,Structure Des Ordinateurs : Autour Du processeur,"Khelifati, Si Larbi",Office des Publications Universitaires,2017.0,ALGER,5 ED.,Don,Prêt externe,,,,004.22.KHE/8,ENSIA,
1195,,"Architectures logicielles et matérielles : cours, études de cas et exercices corrigés",Amblard Paul,,2000.0,Paris,,Don,Prêt externe,,,,005.3 AMB,ENSIA,
1196,,"Architectures logicielles et matérielles : cours, études de cas et exercices corrigés",Amblard Paul,,2000.0,Paris,,Don,Prêt externe,,,,005.3 AMB,ENSIA,
1197,,"Le PC : architecture, maintenance et mise à niveau","Mueller, Scott",,2002.0,Paris,5 ed.,Don,Prêt externe,,,,004.22 MUE/1,ENSIA,
1198,,"Le PC : architecture, maintenance et mise à niveau","Mueller, Scott",,2002.0,Paris,5 ed.,Don,Prêt externe,,,,004.22 MUE/2,ENSIA,
1199,,Internet au quotidien,"Crouzet, Thierry",,2000.0,,,Don,Prêt externe,,,,004.678.CRO/1,ENSIA,
12,2021-11-01,Statistique descriptive : avec initiation aux méthodes d'analyse de l'information économique,HAMDANI HOCINE,Office des Publications Universitaires,2010.0,ALGER,6E ED,Achat,Prêt externe,,,,519.53 HAM/2,ENSIA,
120,,Practicum informatique : de théorie des files d'attente,"Dudin, A.N.",OPU,2010.0,ALGER,,Achat,Prêt externe,,,,004/DUD/2,ENSIA,
1200,,Internet au quotidien,"Crouzet, Thierry",,2000.0,,,Don,Prêt externe,,,,004.678. CRO/2,ENSIA,
1201,,Modélisation objet avec UML,"Muller, Pierre-Alain",,2000.0,Paris,2 ed.,Don,Prêt externe,,,,005 ALA/2,ENSIA,
1202,,Modélisation objet avec UML,"Muller, Pierre-Alain",,2000.0,Paris,2 ed.,Don,Prêt externe,,,,005 ALA/2,ENSIA,
1203,,Bases de données,"Gardarin, Georges",,2003.0,Paris,5e tirage,Don,Prêt externe,,,,005.74 GAR/1,ENSIA,
1204,,Optimisation et contrôle des systèmes linéaires : cours et exercices avec solutions,"Bergounioux, Maïtine",,2001.0,Paris,,Achat,Prêt externe,,,,519.6 BER/6,ENSIA,
1205,,Optimisation et contrôle des systèmes linéaires : cours et exercices avec solutions,"Bergounioux, Maïtine",,2001.0,Paris,,Achat,Prêt externe,,,,519.6 BER/7,ENSIA,
1206,,Simulation numérique en C++ : cours et exercices corrigés,"Danaila, Ionut",,2003.0,Paris,,Don,Prêt externe,,,,005.133 DAN/1,ENSIA,
1207,,Simulation numérique en C++ : cours et exercices corrigés,"Danaila, Ionut",,2003.0,Paris,,Don,Prêt externe,,,,005.133 LOU,ENSIA,
1208,,Simulation numérique en C++ : cours et exercices corrigés,"Danaila, Ionut",,2003.0,Paris,,Don,Prêt externe,,,,005.133 DAN/3,ENSIA,
1209,,Simulation numérique en C++ : cours et exercices corrigés,"Danaila, Ionut",,2003.0,Paris,,Don,Prêt externe,,,,005.133 DAN/4,ENSIA,
121,,Algorithmique : cours et exercices corrigés,OURBIH LATIFA BAGHDADLI,Office des Publications Universitaires,2010.0,ALGER,3E ED,Achat,Prêt externe,,,,512/OUR/1,ENSIA,
1210,,Simulation numérique en C++ : cours et exercices corrigés,"Danaila, Ionut",,2003.0,Paris,,Don,Prêt externe,,,,005.133 DAN/5,ENSIA,
1211,,Exercices corrigés sur le langage C : solutions des exercices du Kernighan et Ritchie,"Tondo, Clovis L.",,2000.0,paris,,Don,Prêt externe,,,,005.133.TON/1,ENSIA,
1212,,Exercices corrigés sur le langage C : solutions des exercices du Kernighan et Ritchie,"Tondo, Clovis L.",,2000.0,paris,,Don,Prêt externe,,,,005.133.TON/2,ENSIA,
1213,,exercices en langage c,"Claude,Delannoy",Eyrolles,1994.0,paris,,Don,Prêt externe,,,,005.133 DEL/1,ENSIA,
1214,,exercices en langage c,"Claude,Delannoy",Eyrolles,1994.0,paris,,Don,Prêt externe,,,,005.133DEL/2,ENSIA,
1215,,APPRENDRE à PROGRAMMER EN TURBO C,Claude Delannoy,Eyrolles,1992.0,France,,Achat,Prêt externe,,,,004 DEL/1,ENSIA,
1216,,systémes d'exploitation,ARCHER HARRIS .J,,2002.0,PARIS,,Don,Prêt externe,,,,005.2.ARC/1,ENSIA,
1217,,systémes d'exploitation,ARCHER HARRIS .J,,2002.0,PARIS,,Don,Prêt externe,,,,005.2.ARC/2,ENSIA,
1218,,systémes d'exploitation,ARCHER HARRIS .J,,2002.0,PARIS,,Don,Prêt externe,,,,005.2.ARC/3,ENSIA,
1219,,systémes d'exploitation,ARCHER HARRIS .J,,2002.0,PARIS,,Achat,Prêt externe,,,,005.2.ARC/4,ENSIA,
122,2021-12-19,Algorithmique : cours et exercices corrigés,OURBIH LATIFA BAGHDADLI,Office des Publications Universitaires,2010.0,ALGER,3E ED,Achat,Prêt externe,opu,2021-11-01 00:00:00,587.16,512/OUR/2,ENSIA,
1220,,"MATLAB, Simulink, Stateflow : avec des exercices d'automatique résolus","Ferrier, Jean-Louis",,2000.0,Paris,,Don,Prêt externe,,,,004.RIV/1,ENSIA,
1221,,"MATLAB, Simulink, Stateflow : avec des exercices d'automatique résolus","Ferrier, Jean-Louis",,2000.0,Paris,,Don,Prêt externe,,,,004.RIV/2,ENSIA,
1222,,"MATLAB, Simulink, Stateflow : avec des exercices d'automatique résolus","Ferrier, Jean-Louis",,2000.0,Paris,,Don,Prêt externe,,,,004.RIV/3,ENSIA,
1223,,"MATLAB, Simulink, Stateflow : avec des exercices d'automatique résolus","Ferrier, Jean-Louis",,2000.0,Paris,,Don,Prêt externe,,,,004.RIV/4,ENSIA,
1224,,Génie logiciel,"Gustafson, David",Ediscience International,2003.0,Paris,,Don,Prêt externe,,,,005.12 GUS/3,ENSIA,
1225,,Génie logiciel,"Gustafson, David",Ediscience International,2003.0,Paris,,Don,Prêt externe,,,,005.12 GUS/4,ENSIA,
1226,,Programmation par l'exemple en Caml : exemples et problèmes corrigés,"Gacôgne, Louis",Ellipses,2004.0,Paris,,Achat,Prêt externe,,,,004.43 GAC/3,ENSIA,
1227,,Programmation par l'exemple en Caml : exemples et problèmes corrigés,"Gacôgne, Louis",Ellipses,2004.0,Paris,,Achat,Prêt externe,,,,004.43 GAC/4,ENSIA,
1228,,Seize problémes d'informatique : avec corrigés détaillés et programmes en caml et avec 18 figures,Petazzoni; Bruno,,2001.0,paris,,Don,Prêt externe,,,,004.PET/1,ENSIA,
1229,,Seize problémes d'informatique : avec corrigés détaillés et programmes en caml et avec 18 figures,Petazzoni; Bruno,,2001.0,paris,,Don,Prêt externe,,,,004.PET/2,ENSIA,
123,2021-12-19,La segmentation marketing : de l'étude de marché à la stratégie marketing,"Bernoussi, Nedjma",OPU,2010.0,ALGER,,Achat,Consultation sur place,opu,2021-11-01 00:00:00,660.0,330 BER/1,ENSIA,
1230,,Swing : la synthèse : développement des interfaces graphiques en Java,"Berthié, Valérie",,,,,Don,Prêt externe,,,,005.36.BER/1,ENSIA,
1231,,Swing : la synthèse : développement des interfaces graphiques en Java,"Berthié, Valérie",,,,,Don,Prêt externe,,,,005.36.BER/2,ENSIA,
1232,,ntroduction à la programmation objet en Java : cours et exercices,"Brondeau, Jean",,1999.0,paris,,Don,Prêt externe,,,,005.133.BRO/1,ENSIA,
1233,,ntroduction à la programmation objet en Java : cours et exercices,"Brondeau, Jean",,1999.0,paris,,Don,Prêt externe,,,,005.133.BRO/2,ENSIA,
1234,,Pascal For Student : Including turbo Pascal,D.HAhn;Brian,,1989.0,Paris,,Don,Prêt externe,,,,004.HAH/2,ENSIA,
1235,,Pascal For Student : Including turbo Pascal,D.HAhn;Brian,,1989.0,Paris,,Don,Prêt externe,,,,004HAH/3,ENSIA,
1236,,Programmer en JAVA,J.R .HUBBARD,,2002.0,FRANCE,,Don,Prêt externe,,,,005.133 HUB/1,ENSIA,
1237,,Programmer en JAVA,J.R .HUBBARD,,2002.0,FRANCE,,Don,Prêt externe,,,,005.133 HUB/2,ENSIA,
1238,,Exercices en Java,"Delannoy, Claude",,2001.0,paris,,Achat,Prêt externe,,,,005.133 DEL/1,ENSIA,
1239,,Initiation aux réseaux : cours et exercices,"Pujolle, Guy",Eyrolles,2000.0,Paris,,Don,Prêt externe,,,,004.6 PUJ,ENSIA,
124,2021-12-19,La segmentation marketing : de l'étude de marché à la stratégie marketing,"Bernoussi, Nedjma",OPU,2010.0,ALGER,,Achat,Prêt externe,opu,2021-11-01 00:00:00,660.0,330 BER/2,ENSIA,
1240,,C-C++ la bible du programmeur : 1500 astuces pour toutes les situations,"Jamsa, Kris",Eyrolles,1999.0,paris,,Don,Prêt externe,,,,005.133 JAM/1,ENSIA,
1241,,C-C++ la bible du programmeur : 1500 astuces pour toutes les situations,"Jamsa, Kris",Eyrolles,1999.0,paris,,Don,Prêt externe,,,,005.133 JAM/2,ENSIA,
1242,,C-C++ la bible du programmeur : 1500 astuces pour toutes les situations,"Jamsa, Kris",Eyrolles,1999.0,paris,,Don,Prêt externe,,,,005.133 JAM/3,ENSIA,
1243,,initiation à SQL : cours et exercices corrigés,"Chalmond, Martine",Eyrolles,2001.0,Paris,23 ED.,Don,Prêt externe,,,,005.133 PHI,ENSIA,
1244,,Programmation linéaire : 65 problèmes d'optimisation modélisés et résolus avec Visual Xpress,"Prins, Christian",Eyrolles,2000.0,Paris,,Passif,Prêt externe,,,,519.681 GUE/1,Transféré l'ENSIA,
1245,,Java-XML,"Fleury, Renaud",,2004.0,Paris,,Don,Prêt externe,,,,005.133.FLE,ENSIA,
1246,,géométrie dif férentielle et mécanique analytique,Godbillon; Claude,,1969.0,paris,,Don,Prêt externe,,,,510.GOD,ENSIA,
1247,,Comment programmer en C++,"Deitel, Harvey M.",R. Goulet,2004.0,Repentigny Québec,3ed. révisé,Don,Prêt externe,,,,005.133 HAR/2,ENSIA,
1248,,Comment programmer en C++,"Deitel, Harvey M.",R. Goulet,2004.0,Repentigny Québec,3ed. révisé,Don,Prêt externe,,,,005.133 HAR/3,ENSIA,
1249,,??????? ?? ????? ?????,"???????, ??????",,1989.0,???????,3 ?.,Don,Prêt externe,,,,512 .???,ENSIA,
125,2021-12-19,La comptabilité générale aux normes du nouveau Système Comptable Financier (S.C.F.),"Benaibouche, Mohand Cid",OPU,2012.0,ALGER,,Achat,Consultation sur place,opu,2021-11-01 00:00:00,853.21,657/BEN/1,ENSIA,
1250,,??????? ?? ????? ?????,"???????, ??????",,1989.0,???????,3 ?.,Achat,Prêt externe,,,,512 .???,ENSIA,
1251,,??????? ?? ????? ?????,"???????, ??????",,1989.0,???????,3 ?.,Achat,Prêt externe,,,,512 .???,ENSIA,
1252,,????? ????????? ???1 : ????? ?????,????????? ????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512 ???,ENSIA,
1253,,????? ????????? ???1 : ????? ?????,????????? ????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512 ???,ENSIA,
1254,,????? ????????? ???1 : ????? ?????,????????? ????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512 ???,ENSIA,
1255,,????? ? ???????,?????? ??????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.????,ENSIA,
1256,,????? ? ???????,?????? ??????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.????,ENSIA,
1257,,????? ? ???????,?????? ??????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.????,ENSIA,
1258,,????? ? ???????,?????? ??????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.????,ENSIA,
1259,,????? ? ???????,?????? ??????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.????,ENSIA,
126,2021-11-01,Fonctions de la variable complexe T.1 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Consultation sur place,,,,515.9 /BOU/1/T1,ENSIA,
1260,,????? ? ???????,?????? ??????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.????,ENSIA,
1261,,????? ? ???????,?????? ??????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.????,ENSIA,
1262,,????? ?????,?????? ????,,1989.0,???????,,Don,Prêt externe,,,,512 ???,ENSIA,
1263,,????? ?????,?????? ????,,1989.0,???????,,Don,Prêt externe,,,,512 ???,ENSIA,
1264,,????? ?????,?????? ????,,1989.0,???????,,Don,Prêt externe,,,,512 ???,ENSIA,
1265,,???? ??? ??????? ???????,????? ????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.???,ENSIA,
1266,,???? ??? ??????? ???????,????? ????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.???,ENSIA,
1267,,???? ??? ??????? ???????,????? ????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.???,ENSIA,
1268,,?????? ??? ????? ????? : ???? 003,?? ?????.?,,1989.0,,2 ?.,Don,Prêt externe,,,,512.??,ENSIA,
1269,,?????? ??? ????? ?????? : ?????1,??????? ????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512 ????,ENSIA,
127,,Fonctions de la variable complexe T.1 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.9/BOU/2/T1,ENSIA,
1270,,?????? ??? ????? ?????? : ?????1,??????? ????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512 ????,ENSIA,
1271,,????? ????? : ?????? ???? ???,?.????? ?????,,2001.0,,,Don,Prêt externe,,,,512.???,ENSIA,
1272,,????? ??????,????? ????? ????,,,,,Passif,Prêt externe,,,,512.???,,
1273,,???? ??? ?????????? ??????,????? ????,????? ????????? ????????,,,,Don,Prêt externe,,,,510 ???,ENSIA,
1274,,???? ??? ?????????? ??????,????? ????,????? ????????? ????????,,,,Don,Prêt externe,,,,510 ???,ENSIA,
1275,,?????? ???????? ??? ???????? ????????,?????? ????,????? ????????? ????????,1989.0,???????,,Achat,Prêt externe,,,,512 ???,ENSIA,
1276,,?????? ???????? ??? ???????? ????????,?????? ????,????? ????????? ????????,1989.0,???????,,Achat,Prêt externe,,,,512 ???,ENSIA,
1277,,????????? : ???? ? ?????,????? ????,????? ????????? ????????,1989.0,???????,?.2,Don,Prêt externe,,,,512 ????,ENSIA,
1278,,"Algèbre générale : 1re et 2e années toutes filières : 350 méthodes, 400 exercices corrigés","Métier, Paul",,2001.0,Paris,,Don,Prêt externe,,,,512.76.SOR,ENSIA,
1279,,Elément de topographie,,,,,,Passif,Prêt externe,,,,,,
128,2021-11-01,Fonctions de la variable complexe T.1 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.9/BOU/3/T1,ENSIA,
1280,,Cours élémentaire de topographie,B Dubuisson,,1979.0,paris,,Achat,Prêt externe,,,,,ENSIA,
1281,,Cours élémentaire de topographie,B Dubuisson,,1979.0,paris,,Achat,Prêt externe,,,,,ENSIA,
1282,,Cours élémentaire de topographie,B Dubuisson,,1979.0,paris,,Achat,Prêt externe,,,,,ENSIA,
1283,,Cours élémentaire de topographie,B Dubuisson,,1979.0,paris,,Passif,Prêt externe,,,,,ENSIA,
1284,,recueil d'exercices d'algébre supérieure,D.FADDEEV,,,,,Don,Prêt externe,,,,512 FAD/4,ENSIA,
1285,,lexique de mathematiques,mouhouche Ali,,1994.0,alger,,Achat,Prêt externe,,,,510.MOU,ENSIA,
1286,,?????? ??? ????? ????? : ???? 003,?? ?????.?,,1989.0,,2 ?.,Don,Prêt externe,,,,512.??,ENSIA,
1287,,?????? ??? ????? ????? : ???? 003,?? ?????.?,,1989.0,,2 ?.,Don,Prêt externe,,,,512.??,ENSIA,
1288,,????? ? ???????,?????? ??????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.????,ENSIA,
1289,,????? ? ???????,?????? ??????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.????,ENSIA,
129,2021-11-01,Fonctions de la variable complexe T.1 : exercices et problèmes résolus avec rappels de cours,BOUSSEBOUA MOUSSEDEK,OPU,2014.0,ALGER,,Achat,Prêt externe,,,,515.9/BOU/4/T1,ENSIA,
1290,,????? ? ???????,?????? ??????,????? ????????? ????????,1989.0,???????,,Don,Prêt externe,,,,512.????,ENSIA,
1291,,Algorithmique et optimisation - Exercices corrigés : exercices corrigés,"Darte, Alain",Dunod,2001.0,FRANCE,,Achat,Prêt externe,,,,511.8.DAR/1,ENSIA,
1292,,Algorithmique et optimisation - Exercices corrigés : exercices corrigés,"Darte, Alain",Dunod,2001.0,FRANCE,,Achat,Prêt externe,,,,511.8.DAR/2,ENSIA,
1293,,Algorithmique et optimisation - Exercices corrigés : exercices corrigés,"Darte, Alain",Dunod,2001.0,FRANCE,,Achat,Prêt externe,,,,511.8.DAR/3,ENSIA,
