Inventory Number,Title,Author,Editor,Edition Date,Edition Location,Acquisition Mode,Status,Localisation
3825,ARTIFICIAL INTELLIGENCE (AI) : RECENT TRENDS AND APPLICATIONS,"SUGUNA,S.KANIMOZHI",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3872,ARTIFICIAL INTELLIGENCE - STRUCTURES AND STRATEGIES FOR COMPLEX PROBLEM SOLVING,"LUGER, GEORGE F.",UNKNOWN_EDITOR,2009.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3822,ARTIFICIAL INTELLIGENCE : WITH AN INTRODUCTION TO MACHINE LEARNING,"NEAPOLITAN, RICHARD E.",UNKNOWN_EDITOR,2018.0,UNKNOWN_LOCATION,ACHAT,CONSULTATION SUR PLACE,ENSIA
3823,ARTIFICIAL INTELLIGENCE : WITH AN INTRODUCTION TO MACHINE LEARNING,"NEAPOLITAN, RICHARD E.",UNKNOWN_EDITOR,2018.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3881,"ARTIFICIAL INTELLIGENCE A MODERN APPROACH : THE APPLICATION IN HEALTHCARE, INDUSTRY AND MORE. THE FASCINATING TOPIC OF MACHINE LEARNING AND PREDICTION MACHINES. THE COMPLEXITY EXPLAINED FOR BEGINNERS","BAKER, CHRIS",UNKNOWN_EDITOR,UNKNOWN_YEAR,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
3827,ARTIFICIAL INTELLIGENCE AND CYBERSECURITY : ADVANCES AND INNOVATIONS (GREEN ENGINEERING AND TECHNOLOGY),"PRIYADARSHINI,ISHAANI",UNKNOWN_EDITOR,UNKNOWN_YEAR,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3826,ARTIFICIAL INTELLIGENCE AND CYBERSECURITY : ADVANCES AND INNOVATIONS (GREEN ENGINEERING AND TECHNOLOGY),"PRIYADARSHINI,ISHAANI",UNKNOWN_EDITOR,UNKNOWN_YEAR,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3828,ARTIFICIAL INTELLIGENCE AND DATA MINING FOR MERGERS AND ACQUISITIONS,"CHANDA, DEBASIS",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3829,ARTIFICIAL INTELLIGENCE AND DATA MINING FOR MERGERS AND ACQUISITIONS,"CHANDA, DEBASIS",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3831,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING IN 2D-3D MEDICAL IMAGE PROCESSING,"RAJA, ROHIT",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3830,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING IN 2D-3D MEDICAL IMAGE PROCESSING,"RAJA, ROHIT",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3832,ARTIFICIAL INTELLIGENCE FOR BUSINESS OPTIMIZATION : RESEARCH AND APPLICATIONS,"UNHELKAR, BHUVAN",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3833,ARTIFICIAL INTELLIGENCE FOR BUSINESS OPTIMIZATION : RESEARCH AND APPLICATIONS,"UNHELKAR, BHUVAN",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3834,ARTIFICIAL INTELLIGENCE FOR THE INTERNET OF HEALTH THINGS,"SHANKAR, K.",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3835,ARTIFICIAL INTELLIGENCE FOR THE INTERNET OF HEALTH THINGS,"SHANKAR, K.",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3836,ARTIFICIAL INTELLIGENCE HARDWARE DESIGN: CHALLENGES AND SOLUTIONS,"CHEN LIU, ALBERT CHUN",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3838,ARTIFICIAL INTELLIGENCE HARDWARE DESIGN: CHALLENGES AND SOLUTIONS,"CHEN LIU, ALBERT CHUN",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3837,ARTIFICIAL INTELLIGENCE HARDWARE DESIGN: CHALLENGES AND SOLUTIONS,"CHEN LIU, ALBERT CHUN",UNKNOWN_EDITOR,2021.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
801,ASP.NET ET LES BASES DE DONNÉES,"BUTLER, JASON",OEM,2002.0,PARIS,PASSIF,PRÊT EXTERNE,ENSIA
607,ASSESSING CHANGE IN ENGLISH SECOND LANGUAGE WRITING PERFORMANCE,BARKAOUI KHALED,ROUTLEDGE,2020.0,USA,ACHAT,CONSULTATION SUR PLACE,ENSIA
606,ASSESSING CHANGE IN ENGLISH SECOND LANGUAGE WRITING PERFORMANCE,BARKAOUI KHALED,ROUTLEDGE,2020.0,USA,ACHAT,CONSULTATION SUR PLACE,ENSIA
164,ASSURANCE -QUALITE DANS L'ENSEIGNEMENT SUPERIEUR CONDUIRE ET REUSSIR L'AUTOEVALUATION,BADDARI KAMEL,OPU,2013.0,ALGER,ACHAT,CONSULTATION SUR PLACE,ENSIA
2943,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
3517,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
3508,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
1647,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
1648,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
1649,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
1650,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
1651,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
1652,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
1653,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
1654,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
1655,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
3509,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
3510,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
2942,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
3512,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
3511,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
3514,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
2941,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
2940,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
2944,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
2945,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
2946,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
2947,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
3513,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
2948,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
3516,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
1646,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,CONSULTATION SUR PLACE,ENSIA
3515,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
2949,AU CARREFOUR DES EXAMENS DE TOPOLOGIE : PROBLEMES ET EXERCICES RESOLUS,HAZI MOHAMMED,OPU,2018.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
931,BAGAGE DE PHYSIQUE ÉLÉMENTAIRE,"HERZOG-TORKI, O.M",CENTRE DE PUBLICATION UNIVERSITAIRE,2000.0,TUNIS,DON,CONSULTATION SUR PLACE,ENSIA
1741,BAGAGE DE PHYSIQUE ÉLÉMENTAIRE,"HERZOG-TORKI, O.M",CENTRE DE PUBLICATION UNIVERSITAIRE,2000.0,TUNIS,DON,PRÊT EXTERNE,ENSIA
1169,BASES DE DONNEES ET STATISTIQUE,"MORIN, ANNIE",UNKNOWN_EDITOR,2022.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
1171,BASES DE DONNEES ET STATISTIQUE,"MORIN, ANNIE",UNKNOWN_EDITOR,2022.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
1172,BASES DE DONNEES ET STATISTIQUE,"MORIN, ANNIE",UNKNOWN_EDITOR,2022.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
1170,BASES DE DONNEES ET STATISTIQUE,"MORIN, ANNIE",UNKNOWN_EDITOR,2022.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
1203,BASES DE DONNÉES,"GARDARIN, GEORGES",UNKNOWN_EDITOR,2003.0,PARIS,DON,PRÊT EXTERNE,ENSIA
3917,"BASES DE DONNÉES : CONCEPTS, UTILISATION ET DÉVELOPPEMENT","HAINAUT, JEAN-LUC",UNKNOWN_EDITOR,2022.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3916,"BASES DE DONNÉES : CONCEPTS, UTILISATION ET DÉVELOPPEMENT","HAINAUT, JEAN-LUC",UNKNOWN_EDITOR,2022.0,UNKNOWN_LOCATION,ACHAT,CONSULTATION SUR PLACE,ENSIA
1134,"BEST OF MATHÉMATIQUES : LES 14 MEILLEURS SUJETS DE CENTRALE, CCP, E3A, E4A, ESIM : MP, PC, PSI","ROUGET, JEAN-LOUIS",UNKNOWN_EDITOR,2002.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
792,BIBLIOTHÈQUES DE CLASSES JAVA 2,"SANKAR, KRISHNA",CAMPUS PRESS,1999.0,PARIS,PASSIF,PRÊT EXTERNE,ENSIA
3889,"BIG DATA : ALGORITHMS, ANALYTICS, AND APPLICATIONS","LI ,KUAN-CHING",UNKNOWN_EDITOR,2020.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
347,BIG DATA ANALYTICS STRATEGIES FOR THE SMART GRID,STIMMEL CAROL L,CRC PRESS,2015.0,USA,ACHAT,PRÊT EXTERNE,ENSIA
348,BIG DATA ANALYTICS STRATEGIES FOR THE SMART GRID,STIMMEL CAROL L,CRC PRESS,2015.0,USA,ACHAT,PRÊT EXTERNE,ENSIA
349,BIG DATA ANALYTICS WITH APPLICATIONS IN INSIDER THREAT DETECTION,PARVEEN PALLABI,CRC PRESS,2017.0,USA,ACHAT,PRÊT EXTERNE,ENSIA
3890,"BIG DATA FUNDAMENTALS : CONCEPTS, DRIVERS & TECHNIQUES","ERL, THOMAS",UNKNOWN_EDITOR,2016.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
476,"BIOLOGIE CELLULAIRE : EXERCICES ET MÉTHODES : LICENCE, PASS, CAPES","RIGO, PIERRE",DUNOD,2021.0,PARIS,ACHAT,CONSULTATION SUR PLACE,ENSIA
477,"BIOLOGIE CELLULAIRE : EXERCICES ET MÉTHODES : LICENCE, PASS, CAPES","RIGO, PIERRE",DUNOD,2021.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
478,"BIOLOGIE CELLULAIRE : EXERCICES ET MÉTHODES : LICENCE, PASS, CAPES","RIGO, PIERRE",DUNOD,2021.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
481,BIOLOGIE DU SOL ET AGRICULTURE DURABLE : UNE APPROCHE ORGANIQUE ET AGROÉCOLOGIQU,CHRISTIAN DE CARNÉ-CARNAVALET,DUNOD,2021.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
480,BIOLOGIE DU SOL ET AGRICULTURE DURABLE : UNE APPROCHE ORGANIQUE ET AGROÉCOLOGIQU,CHRISTIAN DE CARNÉ-CARNAVALET,DUNOD,2021.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
479,BIOLOGIE DU SOL ET AGRICULTURE DURABLE : UNE APPROCHE ORGANIQUE ET AGROÉCOLOGIQU,CHRISTIAN DE CARNÉ-CARNAVALET,DUNOD,2021.0,PARIS,ACHAT,CONSULTATION SUR PLACE,ENSIA
488,BIOLOGIE VÉGÉTALE : CROISSANCE ET DÉVELOPPEMENT,"MOROT-GAUDRY, JEAN-FRANÇOIS",DUNOD,2021.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
487,BIOLOGIE VÉGÉTALE : CROISSANCE ET DÉVELOPPEMENT,"MOROT-GAUDRY, JEAN-FRANÇOIS",DUNOD,2021.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
485,BIOLOGIE VÉGÉTALE : CROISSANCE ET DÉVELOPPEMENT,"MOROT-GAUDRY, JEAN-FRANÇOIS",DUNOD,2021.0,PARIS,ACHAT,CONSULTATION SUR PLACE,ENSIA
486,BIOLOGIE VÉGÉTALE : CROISSANCE ET DÉVELOPPEMENT,"MOROT-GAUDRY, JEAN-FRANÇOIS",DUNOD,2021.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
717,"BIT APRÈS BIT : NUMÉRATION, ARITHMÉTIQUE BINAIRE, LOGIQUE COMBINATOIRE","MERCIER, JEAN-JACQUES",ELLIPSES,2005.0,PARIS,DON,PRÊT EXTERNE,ENSIA
3804,BUSINESS TEACHING BEYOND SILOS : INTERDISCIPLINARY AND MULTIDISCIPLINARY LEARNING,"TRACZYKOWSKI ,LAUREN",UNKNOWN_EDITOR,2023.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3803,BUSINESS TEACHING BEYOND SILOS : INTERDISCIPLINARY AND MULTIDISCIPLINARY LEARNING,"TRACZYKOWSKI ,LAUREN",UNKNOWN_EDITOR,2023.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3805,BUSINESS TEACHING BEYOND SILOS : INTERDISCIPLINARY AND MULTIDISCIPLINARY LEARNING,"TRACZYKOWSKI ,LAUREN",UNKNOWN_EDITOR,2023.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3796,BUSINESS VOCABULARY IN USE ADVANCED BOOK WITH ANSWERS SELF-STUDY AND CLASSROOM USE,"MASCULL,BILL",UNKNOWN_EDITOR,2004.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3795,BUSINESS VOCABULARY IN USE ADVANCED BOOK WITH ANSWERS SELF-STUDY AND CLASSROOM USE,"MASCULL,BILL",UNKNOWN_EDITOR,2004.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3794,BUSINESS VOCABULARY IN USE ADVANCED BOOK WITH ANSWERS SELF-STUDY AND CLASSROOM USE,"MASCULL,BILL",UNKNOWN_EDITOR,2004.0,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
778,C BY EXAMPLE,"KALICHARAN, NOEL",CAMBRIDGE UNIVERSITY PRESS,1994.0,CAMBRIDGE ; NEW YORK,DON,PRÊT EXTERNE,ENSIA
905,C++,"HUBBARD, JOHN RAST",EDISCIENCE INTERNATIONAL,2002.0,PARIS,DON,PRÊT EXTERNE,ENSIA
1242,C-C++ LA BIBLE DU PROGRAMMEUR : 1500 ASTUCES POUR TOUTES LES SITUATIONS,"JAMSA, KRIS",EYROLLES,1999.0,PARIS,DON,PRÊT EXTERNE,ENSIA
1761,C-C++ LA BIBLE DU PROGRAMMEUR : 1500 ASTUCES POUR TOUTES LES SITUATIONS,"JAMSA, KRIS",EYROLLES,1999.0,PARIS,PASSIF,PRÊT EXTERNE,ENSIA
1241,C-C++ LA BIBLE DU PROGRAMMEUR : 1500 ASTUCES POUR TOUTES LES SITUATIONS,"JAMSA, KRIS",EYROLLES,1999.0,PARIS,DON,PRÊT EXTERNE,ENSIA
1240,C-C++ LA BIBLE DU PROGRAMMEUR : 1500 ASTUCES POUR TOUTES LES SITUATIONS,"JAMSA, KRIS",EYROLLES,1999.0,PARIS,DON,PRÊT EXTERNE,ENSIA
111442,"CALCUL DES PROBABILITÉS : COURS, EXERCICES ET PROBLÈMES CORRIGÉS","FOATA, DOMINIQUE",DUNOD,2012.0,PARIS,PASSIF,PRÊT EXTERNE,TRANSFÉRÉ L'ENSIA
851,"CALCUL DES PROBABILITÉS : COURS, EXERCICES ET PROBLÈMES CORRIGÉS","FOATA, DOMINIQUE",DUNOD,2012.0,PARIS,PASSIF,PRÊT EXTERNE,TRANSFÉRÉ L'ENSIA
1167,CALCUL DES PROBABILITÉS : EXERCICES,KRIEF.A,UNKNOWN_EDITOR,1972.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
5,CALCUL DIFFERENTIEL ET INTEGRAL TOME 01,"PISKOUNOV,N",OPU,2006.0,ALGERIE,ACHAT,PRÊT EXTERNE,ENSIA
3,CALCUL DIFFERENTIEL ET INTEGRAL TOME 01,"PISKOUNOV,N",OPU,2006.0,ALGERIE,ACHAT,PRÊT EXTERNE,ENSIA
2,CALCUL DIFFERENTIEL ET INTEGRAL TOME 01,"PISKOUNOV,N",OPU,2006.0,ALGERIE,ACHAT,PRÊT EXTERNE,ENSIA
6,CALCUL DIFFERENTIEL ET INTEGRAL TOME 01,"PISKOUNOV,N",OPU,2006.0,ALGERIE,ACHAT,PRÊT EXTERNE,ENSIA
1,CALCUL DIFFERENTIEL ET INTEGRAL TOME 01,"PISKOUNOV,N",OPU,2006.0,ALGERIE,ACHAT,PRÊT EXTERNE,ENSIA
4,CALCUL DIFFERENTIEL ET INTEGRAL TOME 01,"PISKOUNOV,N",OPU,2006.0,ALGERIE,ACHAT,PRÊT EXTERNE,ENSIA
10,CALCUL DIFFERENTIEL ET INTEGRAL TOME 2,"PISKOUNOV,N",OPU,2016.0,ALGERIE,ACHAT,PRÊT EXTERNE,ENSIA
8,CALCUL DIFFERENTIEL ET INTEGRAL TOME 2,"PISKOUNOV,N",OPU,2016.0,ALGERIE,ACHAT,PRÊT EXTERNE,ENSIA
9,CALCUL DIFFERENTIEL ET INTEGRAL TOME 2,"PISKOUNOV,N",OPU,2016.0,ALGERIE,ACHAT,PRÊT EXTERNE,ENSIA
7,CALCUL DIFFERENTIEL ET INTEGRAL TOME 2,"PISKOUNOV,N",OPU,2016.0,ALGERIE,ACHAT,PRÊT EXTERNE,ENSIA
177,CALCUL DIFFÉRENTIEL DES FONCTIONS DE PLUSIEURS VARIABLES,ZIZI KHELIFA,OPU,2016.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
178,CALCUL DIFFÉRENTIEL DES FONCTIONS DE PLUSIEURS VARIABLES,ZIZI KHELIFA,OPU,2016.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
173,CALCUL DIFFÉRENTIEL DES FONCTIONS DE PLUSIEURS VARIABLES,ZIZI KHELIFA,OPU,2016.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
175,CALCUL DIFFÉRENTIEL DES FONCTIONS DE PLUSIEURS VARIABLES,ZIZI KHELIFA,OPU,2016.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
174,CALCUL DIFFÉRENTIEL DES FONCTIONS DE PLUSIEURS VARIABLES,ZIZI KHELIFA,OPU,2016.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
172,CALCUL DIFFÉRENTIEL DES FONCTIONS DE PLUSIEURS VARIABLES,ZIZI KHELIFA,OPU,2016.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
176,CALCUL DIFFÉRENTIEL DES FONCTIONS DE PLUSIEURS VARIABLES,ZIZI KHELIFA,OPU,2016.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
171,CALCUL DIFFÉRENTIEL DES FONCTIONS DE PLUSIEURS VARIABLES,ZIZI KHELIFA,OPU,2016.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
888,"CALCUL DIFFÉRENTIEL ET INTÉGRAL : COURS ET PROBLÈMES, 1103 PROBLÈMES RÉSOLUS","AYRES, FRANCK",MCGRAW-HILL,1993.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
184,CALCUL INTÉGRAL DES FONCTIONS DE PLUSIEURS VARIABLES : LIVRE13,ZIZI KHELIFA,OPU,2014.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
185,CALCUL INTÉGRAL DES FONCTIONS DE PLUSIEURS VARIABLES : LIVRE13,ZIZI KHELIFA,OPU,2014.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
183,CALCUL INTÉGRAL DES FONCTIONS DE PLUSIEURS VARIABLES : LIVRE13,ZIZI KHELIFA,OPU,2014.0,ALGER,ACHAT,CONSULTATION SUR PLACE,ENSIA
186,CALCUL INTÉGRAL DES FONCTIONS DE PLUSIEURS VARIABLES : LIVRE13,ZIZI KHELIFA,OPU,2014.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
189,CALCUL INTÉGRAL DES FONCTIONS DE PLUSIEURS VARIABLES LIVRES 13,ZIZI KHELIFA,OPU,2014.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
187,CALCUL INTÉGRAL DES FONCTIONS DE PLUSIEURS VARIABLES LIVRES 13,ZIZI KHELIFA,OPU,2014.0,ALGER,ACHAT,CONSULTATION SUR PLACE,ENSIA
188,CALCUL INTÉGRAL DES FONCTIONS DE PLUSIEURS VARIABLES LIVRES 13,ZIZI KHELIFA,OPU,2014.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
190,CALCUL INTÉGRAL DES FONCTIONS DE PLUSIEURS VARIABLES LIVRES 13,ZIZI KHELIFA,OPU,2014.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
329,CALCUL NUMÉRIQUE PARTIE,AZEDDINE SOUDANI,OPU,2015.0,ALGER,ACHAT,CONSULTATION SUR PLACE,ENSIA
330,CALCUL NUMÉRIQUE PARTIE,AZEDDINE SOUDANI,OPU,2015.0,ALGER,ACHAT,PRÊT EXTERNE,ENSIA
889,"CALCULUS : FOR BUSINESS, ECONOMICS, AND THE SOCIAL AND LIFE SCIENCES","HOFFMANN, LAURENCE D.",MCGRAW-HILL,1999.0,BOSTON,PASSIF,PRÊT EXTERNE,ENSIA
3862,CAMBRIDGE ENGLISH SKILLS REAL LISTENING AND SPEAKING 1,UNKNOWN_AUTHOR,UNKNOWN_EDITOR,UNKNOWN_YEAR,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3863,CAMBRIDGE ENGLISH SKILLS REAL LISTENING AND SPEAKING 2,UNKNOWN_AUTHOR,UNKNOWN_EDITOR,UNKNOWN_YEAR,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3864,CAMBRIDGE ENGLISH SKILLS REAL LISTENING AND SPEAKING 3,UNKNOWN_AUTHOR,UNKNOWN_EDITOR,UNKNOWN_YEAR,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
3865,CAMBRIDGE ENGLISH SKILLS REAL LISTENING AND SPEAKING 4,UNKNOWN_AUTHOR,UNKNOWN_EDITOR,UNKNOWN_YEAR,UNKNOWN_LOCATION,ACHAT,PRÊT EXTERNE,ENSIA
887,"CHAINES DE MARKOV : COURS, EXERCICES ET CORRIGÉS DÉTAILLÉS","GRAHAM, CARL",DUNOD,2008.0,PARIS,PASSIF,PRÊT EXTERNE,ENSIA
436,CHIMIE GÉNÉRALE : CHIMIE DES SOLUTIONS,"BARDEZ, ÉISABETH",DUNOD,2021.0,PARIS,ACHAT,PRÊT EXTERNE,ENSIA
